Kamer 1 ,2017-02-01 10:50:01.705143
Kamer 1 ,2017-02-01 10:50:02.679552
Kamer 1 ,2017-02-01 10:50:03.799874
Kamer 1 ,2017-02-01 10:50:33.864634
Kamer 1 ,2017-02-01 10:55:42.130738
Kamer 1 ,2017-02-01 10:58:00.901160
Kamer 1 ,2017-02-01 11:04:56.203631
Kamer 1 ,2017-02-01 11:12:44.991565
